"","tau.squared","cochran.qe","p.value.cochran.qe","cochran.qm","p.value.cochran.qm","df.residual","logLik","deviance","AIC","BIC","AICc","nobs"
"1",0,130.848857675379,1.99808461139145e-05,0.450960529500611,0.501879166843476,71,-59.0843818209741,118.168763641948,126.168763641948,135.219483150113,126.774824248009,73
