"","term","type","estimate","std.error","statistic","p.value"
"1","intercept","summary",-0.474778268394772,0.10467882776697,-4.53557112286064,5.74478142270482e-06
"2","FunctionGroupLanguage ","summary",0.361170010470428,0.135231281095316,2.67075788637884,0.00756802124152546
