"","term","type","estimate","std.error","statistic","p.value"
"1","intercept","summary",-0.489943721089624,0.104499808136337,-4.68846526924158,2.75261619412467e-06
"2","CentredPhe","summary",-0.000977794944877388,0.000407533209659417,-2.39930126355727,0.0164263938511632
