"","term","type","estimate","std.error","statistic","p.value"
"1","intercept","summary",-0.330248623116875,0.0777771543223199,-4.24608776181598,2.17535452463788e-05
"2","CentredPhe","summary",-0.000163204689303621,0.000308547793249002,-0.528944600721591,0.596843881073143
