"","term","type","estimate","std.error","statistic","p.value"
"1","intercept","summary",-0.260831768116933,0.101551246053753,-2.56847432456782,0.0102147278910616
"2","FunctionGroupVisual","summary",-0.280329020877276,0.118441029412144,-2.36682357683506,0.0179414830437956
"3","CentredPhe","summary",-0.000272385619043667,0.000325374987159076,-0.837143695100624,0.402511801907758
