"","term","type","estimate","std.error","statistic","p.value"
"1","intercept","summary",-0.195778306246406,0.0966320895122215,-2.02601751896967,0.0427629894066612
"2","FunctionGroupreaction time","summary",-0.27843435990974,0.0802496752345211,-3.46960108057815,0.000521231895703561
"3","CentredPhe","summary",-0.000145874197201288,0.000342208756121611,-0.426272544439068,0.669909261596674
