"","tau.squared","cochran.qe","p.value.cochran.qe","cochran.qm","p.value.cochran.qm","df.residual","logLik","deviance","AIC","BIC","AICc","nobs"
"1",0,24.780812126328,0.0737838540331625,47.8891476969459,4.51011133668267e-12,16,-11.0807079020618,22.1614158041237,28.1614158041237,30.479181970843,30.1614158041237,17
