"","tau.squared","cochran.qe","p.value.cochran.qe","cochran.qm","p.value.cochran.qm","df.residual","logLik","deviance","AIC","BIC","AICc","nobs"
"1",0,109.753548621011,0.0021734743856286,21.6380724882485,7.75775923271417e-05,71,-33.3347467403633,66.6694934807266,78.6694934807266,92.2455727429745,79.9819934807266,75
