"","tau.squared","cochran.qe","p.value.cochran.qe","cochran.qm","p.value.cochran.qm","df.residual","logLik","deviance","AIC","BIC","AICc","nobs"
"1",0,97.8006468711263,1.33320218988602e-05,16.867291888086,4.00864410713602e-05,46,-42.8248243472155,85.6496486944311,91.6496486944311,97.1355728838983,92.2210772658596,47
