"","tau.squared","cochran.qe","p.value.cochran.qe","cochran.qm","p.value.cochran.qm","df.residual","logLik","deviance","AIC","BIC","AICc","nobs"
"1",0,24.6094975667937,0.0554399393759311,0.158971121123463,0.690105552179562,15,-10.7461126778736,21.4922253557472,29.4922253557472,32.324426160156,33.4922253557472,17
