"","tau.squared","cochran.qe","p.value.cochran.qe","cochran.qm","p.value.cochran.qm","df.residual","logLik","deviance","AIC","BIC","AICc","nobs"
"1",0,115.050056924895,0.000130022598476217,13.5334759868531,0.00115144455117149,65,-58.6198751135807,117.239750227161,127.239750227161,138.11168657664,128.256699379704,68
