"","tau.squared","cochran.qe","p.value.cochran.qe","cochran.qm","p.value.cochran.qm","df.residual","logLik","deviance","AIC","BIC","AICc","nobs"
"1",0,124.611117283605,6.47939408011198e-05,6.06996784618829,0.0480754357736371,70,-56.0645888403014,112.129177680603,122.129177680603,133.37165389085,123.066677680603,73
