"","tau.squared","cochran.qe","p.value.cochran.qe","cochran.qm","p.value.cochran.qm","df.residual","logLik","deviance","AIC","BIC","AICc","nobs"
"1",0,83.0513181119882,0.00861623893194219,50.3345641135172,1.22016044044611e-06,55,-44.5347193962059,89.0694387924119,119.069438792412,149.179436570899,131.377131100104,68
