"","tau.squared","cochran.qe","p.value.cochran.qe","cochran.qm","p.value.cochran.qm","df.residual","logLik","deviance","AIC","BIC","AICc","nobs"
"1",0,21.8116692065461,0.0825677737089524,2.3598858719885,0.307296273657143,14,-9.5726688049928,19.1453376099856,29.1453376099856,32.3406242580619,36.6453376099856,17
