"","term","type","estimate","std.error","statistic","p.value"
"1","intercept","summary",-0.510575787709592,0.177262754447986,-2.88033314894365,0.00397255156666848
"2","FunctionGroupVisuoSpatialRT","summary",-0.324014084086363,0.218374644340911,-1.48375323089495,0.137874398763845
"3","CentredPhe","summary",0.000142312191399779,0.000617638508507316,0.230413404345065,0.817770546186126
