"","tau.squared","cochran.qe","p.value.cochran.qe","cochran.qm","p.value.cochran.qm","df.residual","logLik","deviance","AIC","BIC","AICc","nobs"
"1",0,136.810200075376,8.9544060649054e-06,0.279782390632523,0.596843881073143,73,-42.5592793384425,85.118558676885,93.118558676885,102.280396441479,93.7067939710027,75
