"","tau.squared","cochran.qe","p.value.cochran.qe","cochran.qm","p.value.cochran.qm","df.residual","logLik","deviance","AIC","BIC","AICc","nobs"
"1",0,130.882622063502,2.740619930377e-05,31.4328672395569,2.06456318383297e-08,72,-59.7696038507092,119.539207701418,125.539207701418,132.369206058467,125.892148877889,73
