"","tau.squared","cochran.qe","p.value.cochran.qe","cochran.qm","p.value.cochran.qm","df.residual","logLik","deviance","AIC","BIC","AICc","nobs"
"1",0,112.468698632952,0.000174915446758726,17.2111485605394,0.000639473207307147,64,-56.8946603571954,113.789320714391,125.789320714391,138.742619214549,127.263004924917,68
