"","term","type","estimate","std.error","statistic","p.value"
"1","intercept","summary",-0.385666845595867,0.0573612008389627,-6.7234792848671,1.77435719782452e-11
"2","CentredPhe","summary",-0.00097848093243474,0.000302523542571087,-3.23439598822236,0.00121900312514862
