function_name,combined_es,z_value,p_value,es_ci_lower,es_ci_upper,homogeneity_q_value,homogeneity_df,homogeneity_p_value,homogeneity_i_value,homogeneity_tau_value
Verbal,-0.3107906772971644,-4.609040716606369,4.045311124881532e-6,-0.44295235077479866,-0.17862900381953017,50.99445000985777,38,0.07740573528447539,0.25482086790515057,0.04082725827021349
