"","term","type","estimate","std.error","statistic","p.value"
"1","intercept","summary",-0.709296303732558,0.112685696012037,-6.29446619078245,3.08459496120864e-10
"2","CentredPhe","summary",0.000235761964700592,0.000591309182813348,0.398711827167771,0.690105552179561
