"","tau.squared","cochran.qe","p.value.cochran.qe","cochran.qm","p.value.cochran.qm","df.residual","logLik","deviance","AIC","BIC","AICc","nobs"
"1",0,137.580344324585,1.03314396651913e-05,33.1402611686721,8.57447595279014e-09,74,-42.9002711279132,85.8005422558264,91.8005422558264,98.7127375354389,92.1433993986836,75
