"","tau.squared","cochran.qe","p.value.cochran.qe","cochran.qm","p.value.cochran.qm","df.residual","logLik","deviance","AIC","BIC","AICc","nobs"
"1",0,122.687773642616,2.84031061874171e-05,10.4613174086289,0.00121900312514862,66,-60.991093349191,121.982186698382,129.982186698382,138.740805666488,130.6379244033,68
