"","term","type","estimate","std.error","statistic","p.value"
"1","intercept","summary",-0.534330021779294,0.155311935895769,-3.44036676059389,0.00058092638800428
"2","FunctionGroupVisuoSpatialRT","summary",-0.314278039197757,0.205291788666153,-1.53088460692813,0.125797914225022
