"","tau.squared","cochran.qe","p.value.cochran.qe","cochran.qm","p.value.cochran.qm","df.residual","logLik","deviance","AIC","BIC","AICc","nobs"
"1",0,16.5000028140734,0.22318013921591,7.26737423834083,0.0638467224991024,13,-7.2606908705437,14.5213817410874,26.5213817410874,29.9110778858566,40.5213817410874,17
