"","tau.squared","cochran.qe","p.value.cochran.qe","cochran.qm","p.value.cochran.qm","df.residual","logLik","deviance","AIC","BIC","AICc","nobs"
"1",0,124.526472650867,4.82508558757884e-05,6.08474383440993,0.107559261342699,69,-55.700861507171,111.401723014342,123.401723014342,136.806362041926,124.75656172402,73
