function_name,combined_es,z_value,p_value,es_ci_lower,es_ci_upper,homogeneity_q_value,homogeneity_df,homogeneity_p_value,homogeneity_i_value,homogeneity_tau_value
reaction time,-0.39771710398360244,-3.6498621794861905,2.6238104932703763e-4,-0.6112898805735305,-0.1841443273936743,74.16131549055635,37,2.7615258825772725e-4,0.5010875986320448,0.08008119903263394
